,Factor,View,Group,R2
405,Factor8,hC08_CD8_Trm-CD6,single_group,1.827772943785999
406,Factor8,hC10_CD8_Trm-KLRB1,single_group,4.21634092796026
407,Factor8,hC11_CD8_Tex-LAYN,single_group,1.8821627474229774
408,Factor8,hC12_CD8-HSPA1A,single_group,3.883323239332903
409,Factor8,hC14_CD8_MAIT-SLC4A10,single_group,2.108792520796343
410,Factor8,hC15_CD4_Tn-CCR7,single_group,0.18411895319846439
411,Factor8,hC16_CD4_Tcm-ANXA1,single_group,2.4323131356119965
412,Factor8,hC18_CD4_Temra-GNLY|RGS1,single_group,4.761490828076919
413,Factor8,hC19_CD4_Tn-TCF7,single_group,0.6688231202899297
414,Factor8,hC20_CD4_Tfh-CXCR5,single_group,4.573323453318745
415,Factor8,hC21_CD4_Tem-GZMK,single_group,5.548866483616999
416,Factor8,hC22_CD4_Trm-CXCR6,single_group,2.344640629677719
417,Factor8,hC24_CD4_Th1-CXCL13,single_group,1.1958704019486288
418,Factor8,hC26_CD4_Tfr-IL10,single_group,0.8559169330900507
419,Factor8,hC27_CD4_Treg-CTLA4,single_group,4.8450714961117525
420,Factor8,hC28_CD4_HSPA1A,single_group,2.7153020784802195
421,Factor8,hC29_CD4_MKI67,single_group,1.9549800654696359
422,Factor8,hC30_NKT-FCGR3A,single_group,5.4891889299847785
423,Factor8,hC32_gdT-TRDV2,single_group,1.6729608700775889
424,Factor8,hC35_cDC1-CLEC9A,single_group,8.352945441470904
425,Factor8,hC37_cDC2-CD1C,single_group,5.392625916314719
426,Factor8,hC38_cDC2-C1QC,single_group,0.7671129845023272
427,Factor8,hC39_cDC2-FCN1,single_group,1.8082150641821615
428,Factor8,hC40_cDC2-TIMP1,single_group,6.3683168774882
429,Factor8,hC41_cDC2-CD3E,single_group,2.5632025628343214
430,Factor8,hC42_pDC-LILRA4,single_group,12.952599029231227
431,Factor8,hC46_Mono-CD14|FCGR3A,single_group,0.19752502254870574
432,Factor8,hC48_Mph-FCN1,single_group,2.6641527396798925
433,Factor8,hC49_Mph-NLRP3,single_group,0.28425698306018266
434,Factor8,hC50_Mph-IL1B,single_group,0.15131540330926008
435,Factor8,hC53_Mph-C1QC,single_group,0.593420671389977
436,Factor8,hC54_Mph-SPP1,single_group,2.676981067845119
437,Factor8,hC56_Mph-CD3E,single_group,4.351065247299502
438,Factor8,hC57_Mast-CPA3,single_group,2.3432899278457375
439,Factor8,hC58_ILC3-KIT,single_group,0.3109882605370373
440,Factor8,hC59_NK-FCGR3A,single_group,6.375068716776299
441,Factor8,hC61_NK-FCGR3A|IFNG,single_group,13.865384234895062
442,Factor8,hC62_NK-DUSP4,single_group,3.687418926404551
443,Factor8,hC63_NK-CD160,single_group,6.601444946664337
444,Factor8,hC64_NK-CD160|IFNG,single_group,0.8564886465933785
445,Factor8,hC67_NK-IL7R,single_group,1.5798751986152548
446,Factor8,hC68_B-CD79B,single_group,3.6509731900600584
447,Factor8,hC69_B-CD55,single_group,1.9638248488685672
448,Factor8,hC70_B-GPR183,single_group,2.6636637295756604
449,Factor8,hC71_B-HSPA1A,single_group,0.35300375729739875
450,Factor8,hC72_B-IGLC3,single_group,0.05028566643473509
451,Factor8,hC74_B-MKI67,single_group,0.03499564692174273
452,Factor8,hC75_B-CD3E,single_group,1.861829030853468
453,Factor8,hC76_plasmaB-IGHA1,single_group,6.2446994135986085
454,Factor8,hC77_plasmaB-IGHA1|IGLC2,single_group,0.0708299136028101
455,Factor8,hC78_plasmaB-IGHG1,single_group,2.809862409349262
