,bioplanet_1141_Diurnally regulated genes with circadian orthologs,"bioplanet_1157_Activation of mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",bioplanet_1168_Post-elongation processing of intronless pre-mRNA,bioplanet_1287_eIF4E and p70 S6 kinase regulation,bioplanet_12_Granzyme A-mediated apoptosis pathway,bioplanet_1328_T cell receptor/Ras pathway,bioplanet_1361_Interleukin-2/STAT5 pathway,bioplanet_1404_Cap-dependent translation initiation,bioplanet_1495_CHL1 interactions,bioplanet_1504_Cleavage of growing transcript in the termination region,bioplanet_1510_Cross-presentation of particulate exogenous antigens (phagosomes),bioplanet_1529_Endosomal/vacuolar pathway,bioplanet_1614_Activation of the AP-1 family of transcription factors,bioplanet_166_eIF2 regulation,bioplanet_167_Eukaryotic protein translation,bioplanet_1698_Translation factors,bioplanet_1764_Arachidonate epoxygenase/epoxide hydrolase pathway,bioplanet_243_Internal ribosome entry pathway,bioplanet_298_Type 1 diabetes mellitus,bioplanet_29_TSP1-induced apoptosis in microvascular endothelial cell,bioplanet_300_Asthma,bioplanet_301_Autoimmune thyroid disease,bioplanet_303_Allograft rejection,bioplanet_304_Graft-versus-host disease,bioplanet_322_B lymphocyte cell surface molecules,bioplanet_324_CTL mediated immune response against target cells,bioplanet_329_T helper cell surface molecules,bioplanet_333_Salmonella infection,bioplanet_464_Antigen processing and presentation,bioplanet_474_Intestinal immune network for IgA production,bioplanet_49_4-1BB-dependent immune response,bioplanet_50_Lck and Fyn tyrosine kinases in initiation of T cell receptor activation,bioplanet_537_Inhibitor of DNA binding (ID) signaling pathway,bioplanet_564_PD-1 signaling,bioplanet_611_Interferon signaling,bioplanet_640_Alpha-4 beta-7 integrin signaling,bioplanet_669_TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition),bioplanet_675_Type II interferon signaling (interferon-gamma),bioplanet_686_Interferon alpha/beta signaling,bioplanet_776_Prostaglandin biosynthesis and regulation,bioplanet_78_Beta-arrestins in GPCR desensitization,bioplanet_83_MAP kinase pathway regulation through dual specificity phosphatases,bioplanet_87_Corticosteroids and cardioprotection,bioplanet_898_Generation of second messenger molecules,bioplanet_8_PI3K subunit p85 role in regulation of actin organization and cell migration,bioplanet_901_Costimulation by the CD28 family,bioplanet_913_eIF4E release,bioplanet_921_CD28 co-stimulation,bioplanet_924_TRAF6-mediated induction of TAK1 complex,bioplanet_926_Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon,bioplanet_98_Activation of PKC through G-protein coupled receptors,disease
GSM2350883,-0.0190997354731154,0.3198101697964038,-0.0570759662645524,0.3449221876223373,0.1365408355206505,-0.005568082529296,-0.0096928658223177,0.2789483106232249,-0.0865373845447071,0.0323934289783064,0.7287897932554005,0.6258064556258652,0.2023777585933593,0.0220163994725266,0.0167023679286925,-0.0605168714205797,-0.5410613805458067,0.6821186800112449,0.0788927274718249,0.2770050193856123,0.0951466401020329,0.2729057388040311,0.2474942094825148,0.3345460203602413,0.4836098000975196,0.2684640567663686,0.0787273325952805,0.4879539962608816,0.242217791343698,0.0562850987663838,0.1285474073687157,-0.1914997301712301,-0.3760021195552954,0.1427452815171019,0.0638806574543017,0.2424043188575149,0.4136587161531983,0.0389775057405822,-0.1524759058703726,-0.1710925247015436,0.230490824729905,0.0704986052493732,0.2428142560068071,0.1525470890569406,0.553293733012672,0.1402758863417377,-0.5579101681730152,0.1701696956541124,0.296400959169698,-0.2836157351681741,0.370175052369706,0
GSM2350884,-0.2953899548799718,-0.3788413765617728,-0.6015392896968543,-0.2892536422543251,-0.6338265740143432,-0.4631830476625538,-0.2490316432852188,-0.494858937131625,-0.2022544089624996,-0.5734207851719396,-0.5326079283049505,-0.7774806839277397,-0.4629196042676027,-0.5872734322978586,-0.5372742407694262,-0.4546150255475707,-0.5329863886749819,-0.2048760786728545,-0.5007597210838454,-0.295474697280439,-0.2509452335531368,-0.4384576223197813,-0.5067362142467294,-0.4302853855199515,-0.4148181558090542,-0.6075012855734381,-0.5810845987925438,-0.4105495994889918,-0.5227406940804138,-0.0212595905684812,-0.3708570535263831,-0.4270662362643945,-0.0788050169380428,-0.4451324896631014,-0.5328269216040407,-0.1387213183248969,-0.1057318347444983,-0.642789592305346,-0.6638940676770262,-0.3676791638777203,0.0768202616981855,-0.281891213103397,0.0988073864329086,-0.2713873439428038,-0.4421835196413539,-0.1684589433448527,0.1886221987793467,-0.0302909850338435,-0.6006463356771732,-0.5346255830636435,0.024548559202382,0
GSM2350885,-0.1477343636515007,0.085153851867805,-0.3335639161165168,0.0187298415462312,-0.1376832218616562,-0.1814975255029006,0.1213193996602161,-0.04318266515467,-0.6572470786104232,-0.3544813998821672,-0.1277760852982892,-0.5353267493643235,-0.2703112328359484,-0.2001746185269127,-0.114420312391663,-0.1058861912509666,-0.59726118657904,0.1450548863736947,-0.3361932971130196,-0.036484033315732,-0.0112079796307204,-0.3013118053665479,-0.3145997109981485,-0.1981560219107992,-0.3750277848417863,-0.1050591310217177,0.1056151809945265,-0.0195497497926953,-0.277670246116528,0.0630162641353989,-0.3941152792826004,0.3958246423572815,0.2249021112802092,-0.0597299647665245,-0.2982408358128545,0.5592848418526546,0.1232277430125219,-0.5027060730107885,-0.4815609858265819,-0.3835320229734747,0.3261262408381172,-0.0701114245054458,0.3341749885939306,0.2093197422902652,-0.1254759964186518,0.059013151877977,0.4603417957655094,0.1268241881135344,-0.1927062532736006,-0.4786337935905406,0.1762945373153639,0
GSM2350886,-0.1728242354504385,0.3753328948530199,0.4250329483948922,0.2182089911870996,0.3378051278665319,-0.1080093181458065,-0.3788348339830159,0.3610195284427884,-0.0424233735686127,0.2964937999765516,-0.0314311010946149,-0.5659620361849214,-0.0065510406144092,-0.210998622106617,0.2476239623192679,0.2219952013357781,-0.5459520619956018,0.530462372446996,-0.2533130970235094,0.3264809433215476,0.2729870070750783,-0.0040302985428154,-0.0900163035689043,0.137769905861774,-0.0468718874660191,0.4241298259667218,0.5981879214520549,0.1471411544284415,0.091464388921846,-0.2074998374359646,-0.2574968042772726,0.54567106099033,-0.275254062026084,0.0343529297475569,-0.3234787287996401,0.2158189037801656,0.4512434114427703,-0.4782603055353118,-0.6820202101495478,-0.0432501637017677,0.3578081377624323,0.0081270819850244,0.3486431289467302,0.3132771124443397,0.2800257756897071,0.0559915291772851,-0.1054430600478365,0.055326798862046,0.0565808399281581,-0.4085119194862535,0.1899355540769903,0
GSM2350887,-0.0043891734686864,-0.0215967424601194,-0.4097039989382344,-0.0388938066284517,-0.3354155126900301,-0.3357324315844022,-0.0070173859805317,0.0539029782817409,-0.3158909637174854,-0.4492333582188597,-0.0524219896973504,-0.2036372734633935,-0.2542547344802303,-0.4108148816492392,-0.0854266095961919,-0.1440761549894458,-0.5505349078009589,0.5898000049375248,0.0304515046777299,-0.2488669385120527,0.3123941846485901,0.0940733913339773,0.0897462305479569,0.0786449967262123,-0.354353339557409,-0.2421944622265862,-0.0588231736690438,-0.1890985708040478,-0.2404691484054332,0.3427416712782316,-0.3727583882783506,0.0429926288816298,0.1187855633587252,0.0712214718133016,-0.3167634768084084,0.4709540581649391,0.1623001583043792,-0.4680686929865676,-0.5294577226453888,0.0136132977296872,0.4254100541024112,0.0221973830657293,-0.1127558354877574,0.3833518678606296,-0.2613150388546378,0.1319428398036643,0.4570552989394574,0.0325675213726212,-0.2309275873119757,-0.4586279944060177,-0.2055443253077022,0
GSM2350888,-0.0359691865810241,-0.4544246813253403,-0.4097963209716369,-0.11099148798198,-0.1877816027351634,-0.1332045145330886,-0.0716252743837012,-0.4396030986920382,-0.5467621733867382,-0.3755628000844478,-0.0757793357562861,-0.726622545115464,-0.5155566217154423,-0.000884706800893,-0.1095826168588121,-0.3682491986872974,-0.5951713366395567,0.0755006278098221,-0.2369905742916902,-0.0758392171144697,0.1280016269827025,-0.1214556866096096,-0.1799675170025008,-0.1709158880796182,-0.0002589020554451,-0.5038505256842166,-0.5707044115305892,-0.1126505670153882,-0.2549419246899013,0.2968624126529738,-0.4581583434486177,-0.2820212118524204,-0.2599741290172255,-0.1921508609535778,-0.2989784054139563,0.3149654882097412,0.0531766524057611,-0.6286080880232717,-0.5967589950742653,-0.4423047043592884,0.2655352004647297,-0.0783275610485091,0.2963733365924908,0.1252937994181747,0.1189036251213132,0.1533381519673803,0.2381033787000176,0.2225720276137913,-0.2047466930338722,-0.5145453211032003,0.2648476783055835,0
GSM2350889,0.353350142552475,0.6513029058279002,0.5642350212164697,0.3759084846985724,0.4466566102830785,0.3957477573966077,0.2132966384325465,0.6508212515370959,-0.1175369858021868,0.5833650082492783,0.6579019595951772,0.4760443141430543,0.2642850734922797,0.6169588795068219,0.5984829355680952,0.5198827251465309,0.1671697050182709,0.5482000881414403,0.3221177359888392,0.4830692241745664,0.3560158323473957,0.4025791884788246,0.4760232139778926,0.4773030170731311,0.423951984632216,0.3750382198867201,0.5404236050721348,0.4970529500895708,0.4069452799764399,0.415930097605647,0.3589881588626472,0.4315360910609855,0.1277895735253585,0.4559769825905924,0.4008820584226474,0.0977187136878832,0.3828140606719167,0.2806750605147198,0.1485472493003323,-0.124577544553766,0.3396379408812022,-0.1865874586041962,0.3083315907089484,0.4727995586076554,0.4939625908458236,0.5096958491342195,0.5693897585350284,0.5302541011350942,0.482954270101804,0.3817417850793694,0.4917419620380775,0
GSM2350890,0.385763882425593,0.7061601394755459,0.5205734822025583,0.3504270251648459,0.542167779102816,0.2595620709009752,0.275981420954661,0.6836066005262809,0.2458915892172121,0.5830269075228194,-0.2863505799371553,-0.5814080977690311,-0.2285847818920528,0.5226610191960842,0.7014761850716268,0.5828493124683254,0.0070841505768461,0.5013203685633534,0.1161056901238983,0.0432194081582065,0.0139467485652204,0.0472228724125773,0.146493346984542,0.2231215426536414,-0.1861178811904546,0.3192338545767731,0.4453514262463999,-0.4099087388329697,0.181476482674627,0.0191891574823931,0.0039784616317813,0.6283326755910993,0.2534133333675375,0.2583386153521576,-0.084176222397733,-0.211920423192563,0.5148472244397747,-0.2477137246915174,-0.5270001051862484,-0.3432226319743784,-0.037681367150802,-0.1057043101356861,0.1377859688265404,0.4405282758316864,-0.3347153697833586,0.3511582088625593,0.5464154813048411,0.4404339843970957,-0.174032004769486,-0.2239514697425756,0.2867950829756817,0
GSM2350891,-0.1754979250074563,-0.2224019249982404,-0.380406295189403,0.1549156768516042,-0.6860124890517125,0.1386157253010849,-0.4398830473157253,-0.1551170091631775,0.5599516396625814,-0.493823461227276,-0.4686620806950038,-0.4343262227174568,-0.034002144737716,-0.3074569671071799,-0.2520647426887478,-0.15824719473631,-0.5772154395340822,0.1537777316961253,-0.3986840710036352,-0.3930694600261438,0.0160074177611131,-0.267170812113554,-0.3592068223246583,-0.5786969022370969,-0.3550592773344241,-0.3813927077376922,-0.4885234819313137,0.0590453278013758,-0.5310655103384,-0.1810073599963131,0.1015569262744459,-0.5477455834551724,-0.0100759913108479,-0.3816222741960731,-0.4621300924117296,-0.0192205412676264,0.4273742719073879,-0.5900326978220274,-0.6207654485783272,-0.1195946480301195,0.0688699778885277,-0.1014262964637695,0.0330703775998529,-0.401098062844973,0.0230728827541064,-0.174763681181568,-0.2193755577035763,-0.0357165916158935,0.1950400372935375,-0.2960761202252747,0.4401820514023927,0
GSM2350892,-0.2354742242220328,0.517457403354891,-0.0865023027689164,-0.0993179771875321,-0.2855923303661353,-0.1225062806079688,-0.5219441963162922,0.444457229488105,0.3064615018428747,0.0283777843057586,-0.1824705351207795,-0.6206049743663201,-0.0697923037506751,-0.2078598652437959,-0.1051716494122692,0.189187885886266,0.1135166962641316,-0.4533688676729047,0.2257397653819779,-0.3891372462413915,0.5323206681614364,0.2331493477520138,0.2705562677883393,0.3415149701756429,0.327039314798167,-0.289414180233565,-0.2503253637430923,-0.0653330012439925,0.1253881701919831,0.3841184808728769,-0.2669425337479645,0.3935091471885986,-0.0150945164974746,0.1577131847537475,-0.3855404265109142,-0.2873287690703544,0.0535046703694021,-0.4587438695726241,-0.6976448551995175,-0.0386461448290929,0.3069990833519317,-0.0615319407962862,-0.0199826410201422,0.2868717282492822,-0.1760304558931292,0.0946818015190387,0.0711468812877074,0.033801617147723,-0.4476985775072487,-0.5414362992687607,-0.1870557598148114,0
GSM2350893,-0.1606202507598681,0.1566337447466702,-0.2162081589548554,-0.1150588370824605,-0.3187751275532162,-0.1002012656679599,-0.4192627684916231,-0.0290287825273126,-0.0653451482319426,-0.1375356992378591,-0.7227317897868093,-0.4927017047549674,-0.4071934074882553,-0.3617723683218707,-0.0039589821027589,-0.2337479022730764,-0.2155198335394224,0.1219706747859706,-0.452935525857975,-0.0444697490865111,-0.2471058543049423,-0.337994955284381,-0.4055050198717322,-0.4186861551627749,-0.4431710335857702,-0.558843519942653,-0.4912772618129177,-0.4754548195951463,-0.396651548527846,-0.1498328482069507,-0.4926460158965314,0.0864788595030916,-0.3357766687765341,-0.3132814072494371,-0.4614013801884776,-0.4389286033290266,-0.0461831091897497,-0.5304654143415355,-0.609260447577186,-0.1619626418229812,-0.4573842115995546,-0.4390846158414351,-0.2850418500896993,-0.345945224044702,-0.3800433596287087,-0.1110651451947168,-0.5885302081959765,-0.1246837347173581,-0.114618149797977,-0.1229005271665333,-0.1953031403331689,0
GSM2350894,-0.3183378896703925,-0.4610600191810473,-0.3672548962696487,-0.1673978839183114,-0.3359020738947583,-0.252885061443825,-0.1171194411858624,-0.4510078311692002,-0.6194971332199533,-0.4332377221853787,-0.4204568661331657,-0.7774583549697751,-0.1248659179491576,-0.4435761758417905,-0.3775334523136577,-0.329993148061047,-0.5126903763127981,0.0940218976947062,-0.5233328556421152,-0.1844246360179772,-0.1239300167777781,-0.4266643758836306,-0.5482391840893568,-0.5192467555205368,-0.3924549804882049,-0.5587845700420966,-0.2958042863144259,-0.4233959756523729,-0.4951477737472767,-0.0441792212490525,-0.2211280517705769,-0.2285521119173998,-0.108939157770311,-0.3772104578163918,-0.4692162824636003,0.1517939759628089,-0.0737805879413937,-0.643181203491951,-0.6579084363544541,-0.3917155758678616,-0.1818239190646133,-0.1254626102651037,0.0159145794459476,-0.1710923682437051,-0.2877037279835494,-0.2168188088290182,-0.0920070639035936,-0.071760411029687,-0.3922242200892109,-0.633845114802762,0.1754651517646668,0
GSM2350895,-0.032972445364094,0.3975063631219844,-0.2406515631550712,0.0753617527298489,-0.0064592069082278,-0.1556424017267288,0.3407108792149365,0.4025441224260416,-0.0449221814526148,-0.0930499224431843,0.1804840057413747,-0.55704639942633,-0.1115443754125156,0.3087526998949687,-0.001957618950811,0.1208969792117758,-0.2115618939384791,0.0985072876811569,-0.2612321511595945,-0.0223014508600791,-0.4106868066645179,-0.2899174344703194,-0.2516939603266515,-0.3310407992707319,-0.2657711718081723,-0.0955626195211509,0.017235801890406,-0.1324179056888218,-0.2962628414394189,-0.2683308610741096,0.0970162328900522,0.3219889259308137,-0.3817846826162548,-0.0614035190024354,-0.3160260750413693,-0.1088352485140622,0.0607127245354418,-0.3948080560681383,-0.456680161315706,-0.2996834951510899,0.0196409983102941,-0.1731221851267746,0.08675621959248,-0.0140216141467396,0.0186944213517864,0.0779265963797496,-0.2410685889795132,0.2818376548052324,-0.0159221866181758,-0.2806035211619128,0.5275168141643067,0
