,GAVISH_3CA_MALIGNANT_METAPROGRAM_17_INTERFERON_MHC_II_1,GAVISH_3CA_MALIGNANT_METAPROGRAM_METAPROGRAM_6_HYPOXIA,GAVISH_3CA_METAPROGRAM_B_CELLS_INTERFERON,GAVISH_3CA_METAPROGRAM_B_CELLS_METABOLISM_MYC,GAVISH_3CA_METAPROGRAM_B_CELLS_MHC_II,GAVISH_3CA_METAPROGRAM_CD8_T_CELLS_INTERFERON,GAVISH_3CA_METAPROGRAM_ENDOTHELIAL_HEV_1,GAVISH_3CA_METAPROGRAM_ENDOTHELIAL_INTERFERON,GAVISH_3CA_METAPROGRAM_EPITHELIAL_ALVEOLAR,GAVISH_3CA_METAPROGRAM_EPITHELIAL_INTERFERON_MHC,GAVISH_3CA_METAPROGRAM_EPITHELIAL_PDAC_RELATED_1,GAVISH_3CA_METAPROGRAM_FIBROBLASTS_INTERFERON,GAVISH_3CA_METAPROGRAM_MACROPHAGES_INTERFERON,"bioplanet_1157_Activation of mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",bioplanet_1404_Cap-dependent translation initiation,bioplanet_1529_Endosomal/vacuolar pathway,bioplanet_1537_Folding of actin by CCT/TriC,bioplanet_1605_Nef-mediated downregulation of MHC class I complex cell surface expression,bioplanet_211_Eosinophils in the chemokine network of allergy,bioplanet_298_Type 1 diabetes mellitus,bioplanet_300_Asthma,bioplanet_301_Autoimmune thyroid disease,bioplanet_303_Allograft rejection,bioplanet_304_Graft-versus-host disease,bioplanet_321_Bystander B cell activation,bioplanet_322_B lymphocyte cell surface molecules,bioplanet_324_CTL mediated immune response against target cells,bioplanet_50_Lck and Fyn tyrosine kinases in initiation of T cell receptor activation,bioplanet_564_PD-1 signaling,bioplanet_955_Glycolysis,group
GSM971985,0.0683593819396466,-0.3284782410562155,-0.0110764677579362,-0.3945951896933101,-0.2233564290149159,-0.0939364344535514,-0.1832378468896962,-0.1282871699642013,0.0906980411879905,-0.3593865169121965,0.4949380287156864,-0.0873303124270825,-0.1901249102825146,0.3030086393030495,0.3845666633784524,0.5617737003059179,-0.5421997855739311,-0.3006790479789507,0.2360288176748625,0.1883393993303628,-0.1621536131899733,0.0315397519980918,0.0337807643187732,0.2846412984077905,0.17563753283715,-0.2539610232043546,0.2358114872459664,0.3546316993974518,0.178320781119574,0.149448332267232,0
GSM971986,0.040284647890257,-0.520418735424938,-0.2208205248936174,-0.6654802789310159,0.0778293470932403,-0.2458390826263836,0.2064000492058719,-0.1390594144718149,0.1936798702404121,0.2045359134416203,-0.0083405772058115,-0.0539809608666725,-0.0535686723319062,-0.4611150911749007,-0.4583734805376217,0.309273500341658,-0.7134761832084833,-0.3351954104740885,0.4347190825311843,0.2578349444425638,0.4716506953693218,0.3807106670952578,0.3027217760775103,0.3060005924064252,-0.0076042041119466,0.1131700124789491,0.1751359935418442,0.3771970553071079,0.2043248360506099,-0.3883994289256852,0
GSM971987,0.2512394757388395,-0.3149379575754709,0.091090310365543,-0.6704782689472941,0.4711944441862543,0.0623039224119773,0.4459335986758855,0.0202981613016777,0.0705346690096036,0.4676422904182456,0.2404523345395005,-0.0947873758069418,-0.1033853411451424,0.2637548497973536,0.0729421007002575,0.5530352373823871,-0.5780595859594494,-0.4156645131845623,0.5421042704540238,0.2877048559070931,0.452066096146263,0.2931379266854997,0.4018159495364288,0.3354192969160345,0.4056297662724855,0.4565618076870283,0.2970274989236839,0.7264848065474583,0.612800055003698,-0.5493551963140249,0
GSM971988,0.5090208757880815,0.1892111828581216,0.648770521657105,-0.3982321985920553,-0.2982493684695411,0.6724734046016984,-0.1745137764538453,0.6039956165173397,0.2378242401855849,-0.1279101964330387,0.3247515333733787,0.5583497051496213,0.5330987662536877,-0.1484917252210986,-0.0328537663800624,0.2241153342070828,-0.6012748698149532,0.0176939617941961,0.1756116003798458,-0.0277553640434785,0.1347812620012811,-0.2375299098579253,-0.2001291372821379,-0.1665062921497629,-0.2442969439592666,-0.1746814284100524,-0.2708729674031551,-0.5633427881623884,-0.3855805563363981,0.2330036136376485,0
GSM971989,-0.1927136413329729,0.0372709114303344,0.0788378138005956,-0.2799060779294656,-0.4728810851393993,0.1689551893885888,-0.4628365251242681,0.0298812344967068,-0.2672666784184513,-0.5223863707070678,0.0075300818745408,-0.1667218358447558,-0.2091737099569969,0.4070846507974069,0.3726916544084628,-0.1426343566324654,-0.2580469848852496,-0.336152598171562,-0.5939467607722306,-0.4136409150893041,-0.449298571998031,-0.3863188408732126,-0.481042198420755,-0.3586814825480754,-0.5132971187091905,-0.6213690613965083,-0.4217058517863886,-0.4555916359212824,-0.3991339921381899,-0.0672151261256019,0
GSM971990,0.44689664290512,0.2206222456370443,0.346716234783827,0.5559449050701237,0.373989787014609,0.3363314352851427,0.0435207179408801,0.4332377580554071,0.133927534860572,-0.0031093009443562,0.1537036452689196,0.4267143049669175,0.4993174940807709,0.4295463179128678,0.3036888503427769,0.7484383077599384,0.4394004461932433,0.0559390846028624,0.6212691451268325,0.4790078334951642,0.4104982781167631,0.2683873315907628,0.6075470942412605,0.5052891950939912,0.6233290202787308,0.6290879547287653,0.5463096781427879,0.4909824714659276,0.4102425734334003,0.4925464900821937,0
GSM971991,0.0405828207893388,-0.1207810514600948,-0.4485414174861341,-0.5133528278144089,-0.1746247275193432,-0.4679633143570124,0.2784628169827781,-0.3780947435010555,-0.0654789434677992,0.1353429907702109,-0.2309271182746809,-0.1475464763453657,-0.1660585116500708,0.05356844668717,0.1723803979228007,0.5043665203142624,-0.0604820115445449,-0.2994121076433001,0.2273819405006292,0.4309508593299639,0.2200497151831402,0.3135835628149328,0.2978973929872266,0.395433695921292,0.0888437459539681,0.3053558619697613,0.4496493702292046,-0.0517301642781817,0.0504322852193094,-0.3830037564256554,0
GSM971992,-0.0479603064322191,-0.1484324752186717,-0.1439371162425215,0.3490347926896363,-0.0453765503141269,-0.1907036891060266,-0.4663695102083598,-0.239414985125364,-0.0271100900078927,-0.248744074948067,0.2261211898370022,-0.2002458052507834,-0.0916108559087304,0.0788094194090967,0.062891766907595,0.202446483180387,0.661964455681944,-0.0476769186784229,-0.0876066738386764,-0.0944447046492423,-0.2429853579750261,0.0538502637400916,-0.1526246227889071,-0.1097287023106494,0.3375604469421288,-0.0461626413816045,0.1055230271781545,-0.3641646277522964,0.0866395708626189,0.522555623723876,0
GSM971993,0.0081047170113384,0.0584299770448319,-0.0089638886650244,0.5146067722027331,-0.1197579534041815,-0.0791663688152966,-0.3796429682876529,0.0118943993120122,-0.3409742242785288,-0.3765467985472737,-0.2102783769934403,0.0686357729180984,-0.1250550921553402,0.2149793555779659,0.214224182544685,0.1709916994320423,0.5103155828801875,-0.5105829459974219,0.2643576176431262,0.1064001020888085,-0.0691606266271575,0.2434351164613986,0.1877079346254232,0.0300754780125045,0.3452237597593932,0.070386228591424,0.2836004552963161,0.3448059713614844,0.3256990884499179,0.3641966704252942,0
GSM971994,-0.4467162589539115,0.5166671424372313,-0.2765521016101436,0.2910941363649349,-0.4574526811012293,-0.2941531592922061,-0.2618171667761123,-0.3641716395788073,-0.3134936621259613,-0.1895669901480465,0.0202627195251701,-0.4050245236749302,-0.3974645512351449,0.2527177941023862,0.3126480469426241,-0.7330697237677426,0.0336366344695366,-0.2765071207423012,-0.3665850471936941,-0.4668326461163818,-0.5633481180722418,-0.5230902707987634,-0.5972954755483362,-0.5195822392035807,-0.6098466646281805,-0.5531769649585134,-0.5896195356563858,-0.5715116500429779,-0.3173066397410096,0.4293517936224416,0
GSM971995,0.2763092518154031,-0.3749407264186722,-0.036083046439424,-0.4222866530449141,-0.0295263637903481,0.1260324583273131,0.151134390774323,0.0473416318899682,0.2819255475943447,0.3783289893144507,0.3557087419312997,0.2299510993696628,0.131541220667257,-0.2486631032608041,-0.2171899564058882,0.5233305508508601,-0.7400185062704995,-0.2901534467050239,0.5221123935849107,0.1863627529262196,0.4105718902898256,0.2653235528965697,0.3324617222622663,0.200470428839099,0.3476247004747176,-0.3525926310566344,0.2036666255398341,0.3090739385402686,0.256577082684069,-0.4547060433729129,0
GSM971996,0.7302683611205572,0.1452936134705465,0.6345063914739864,0.0853532124064059,0.5935630467122569,0.6469173244921183,0.666892125783912,0.7006218265276439,0.3829597624788571,0.6605889909038594,0.0886134398290282,0.7385270806674608,0.6579603454830305,-0.3593215260144327,-0.4557715106429032,0.5293698110232092,-0.3371478713869055,0.0105943773195539,0.7452389980835873,0.5449024547061362,0.5545252051663571,0.4836284269285175,0.6589957136515777,0.6659999375338196,0.7639390423727389,0.7242222998951958,0.6862555355603143,0.7583449842712789,0.6855336984410252,-0.2577075659105991,0
GSM971997,0.7291865649331398,-0.3114653684707087,0.7273002156447211,-0.1476749823712422,0.7447236607692251,0.7297556662650007,0.4633210074003689,0.7328504104596715,0.2266130454277856,0.4587629617119448,0.2058617579284598,0.7074845299856944,0.721136829013909,0.1171932908422671,0.0300342526103028,0.7777125700457658,-0.5004945971441933,0.0940109063640306,0.7587331641587218,0.6639992969641022,0.6015680921117333,0.6221479490997768,0.7659512023688753,0.8033937602135789,0.8810266452671837,0.8294637647026951,0.8322273041046011,0.9030059419783468,0.783199694404376,-0.440838683581536,0
